ID	t0-date	t0-hour	t1-date	t1-hour	t1-WIND_DIREC	t1-CH4	t1-NMHC	t1-CO	t1-RH	t1-WIND_SPEED	t1-WD_HR	t1-SO2	t1-THC	t1-NO	t1-WS_HR	t1-AMB_TEMP	t1-PM10	t1-O3	t1-PM2.5	t1-NOx	t1-NO2	t1-RAINFALL	t2-date	t2-hour	t2-WIND_DIREC	t2-CH4	t2-NMHC	t2-CO	t2-RH	t2-WIND_SPEED	t2-WD_HR	t2-SO2	t2-THC	t2-NO	t2-WS_HR	t2-AMB_TEMP	t2-PM10	t2-O3	t2-PM2.5	t2-NOx	t2-NO2	t2-RAINFALL	t3-date	t3-hour	t3-WIND_DIREC	t3-CH4	t3-NMHC	t3-CO	t3-RH	t3-WIND_SPEED	t3-WD_HR	t3-SO2	t3-THC	t3-NO	t3-WS_HR	t3-AMB_TEMP	t3-PM10	t3-O3	t3-PM2.5	t3-NOx	t3-NO2	t3-RAINFALL	t4-date	t4-hour	t4-WIND_DIREC	t4-CH4	t4-NMHC	t4-CO	t4-RH	t4-WIND_SPEED	t4-WD_HR	t4-SO2	t4-THC	t4-NO	t4-WS_HR	t4-AMB_TEMP	t4-PM10	t4-O3	t4-PM2.5	t4-NOx	t4-NO2	t4-RAINFALL	t5-date	t5-hour	t5-WIND_DIREC	t5-CH4	t5-NMHC	t5-CO	t5-RH	t5-WIND_SPEED	t5-WD_HR	t5-SO2	t5-THC	t5-NO	t5-WS_HR	t5-AMB_TEMP	t5-PM10	t5-O3	t5-PM2.5	t5-NOx	t5-NO2	t5-RAINFALL	t6-date	t6-hour	t6-WIND_DIREC	t6-CH4	t6-NMHC	t6-CO	t6-RH	t6-WIND_SPEED	t6-WD_HR	t6-SO2	t6-THC	t6-NO	t6-WS_HR	t6-AMB_TEMP	t6-PM10	t6-O3	t6-PM2.5	t6-NOx	t6-NO2	t6-RAINFALL	t7-date	t7-hour	t7-WIND_DIREC	t7-CH4	t7-NMHC	t7-CO	t7-RH	t7-WIND_SPEED	t7-WD_HR	t7-SO2	t7-THC	t7-NO	t7-WS_HR	t7-AMB_TEMP	t7-PM10	t7-O3	t7-PM2.5	t7-NOx	t7-NO2	t7-RAINFALL	t8-date	t8-hour	t8-WIND_DIREC	t8-CH4	t8-NMHC	t8-CO	t8-RH	t8-WIND_SPEED	t8-WD_HR	t8-SO2	t8-THC	t8-NO	t8-WS_HR	t8-AMB_TEMP	t8-PM10	t8-O3	t8-PM2.5	t8-NOx	t8-NO2	t8-RAINFALL	t9-date	t9-hour	t9-WIND_DIREC	t9-CH4	t9-NMHC	t9-CO	t9-RH	t9-WIND_SPEED	t9-WD_HR	t9-SO2	t9-THC	t9-NO	t9-WS_HR	t9-AMB_TEMP	t9-PM10	t9-O3	t9-PM2.5	t9-NOx	t9-NO2	t9-RAINFALL
2499	201483	3	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0	201482	22	183	1.7	0.05	0.22	79	3.3	181	2.6	1.7	1.2	2.9	29	34	35	12	5.8	4.6	0	201482	21	184	1.7	0.05	0.24	77	2.7	174	2.7	1.7	1.6	2.3	29	33	37	13	7.5	5.9	0	201482	20	166	1.7	0.05	0.23	76	2.6	172	2.8	1.7	1.3	3	29	34	40	15	5.9	4.6	0	201482	19	169	1.7	0.05	0.23	73	3.4	169	2.7	1.7	1.4	3.3	30	34	44	15	6.6	5.2	0	201482	18	174	1.7	0.08	0.36	68	3.1	182	3.3	1.7	1.4	3	31	32	49	15	6.5	5.1	0
2500	201483	4	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0	201482	22	183	1.7	0.05	0.22	79	3.3	181	2.6	1.7	1.2	2.9	29	34	35	12	5.8	4.6	0	201482	21	184	1.7	0.05	0.24	77	2.7	174	2.7	1.7	1.6	2.3	29	33	37	13	7.5	5.9	0	201482	20	166	1.7	0.05	0.23	76	2.6	172	2.8	1.7	1.3	3	29	34	40	15	5.9	4.6	0	201482	19	169	1.7	0.05	0.23	73	3.4	169	2.7	1.7	1.4	3.3	30	34	44	15	6.6	5.2	0
2501	201483	5	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0	201482	22	183	1.7	0.05	0.22	79	3.3	181	2.6	1.7	1.2	2.9	29	34	35	12	5.8	4.6	0	201482	21	184	1.7	0.05	0.24	77	2.7	174	2.7	1.7	1.6	2.3	29	33	37	13	7.5	5.9	0	201482	20	166	1.7	0.05	0.23	76	2.6	172	2.8	1.7	1.3	3	29	34	40	15	5.9	4.6	0
2502	201483	6	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0	201482	22	183	1.7	0.05	0.22	79	3.3	181	2.6	1.7	1.2	2.9	29	34	35	12	5.8	4.6	0	201482	21	184	1.7	0.05	0.24	77	2.7	174	2.7	1.7	1.6	2.3	29	33	37	13	7.5	5.9	0
2503	201483	7	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0	201482	22	183	1.7	0.05	0.22	79	3.3	181	2.6	1.7	1.2	2.9	29	34	35	12	5.8	4.6	0
2504	201483	8	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0	201482	23	190	1.6	0.06	0.23	82	3.6	187	3.1	1.7	1.5	3.4	29	45	29	22	6.9	5.5	0
2505	201483	9	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0	201483	0	197	1.6	0.06	0.2	84	4.4	192	3.1	1.7	1.4	3.7	28	54	25	27	7.1	5.7	0
2506	201483	10	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0	201483	1	192	1.6	0.07	0.18	86	3.8	194	2.3	1.7	1.2	3.8	28	53	25	23	5.7	4.5	0
2507	201483	11	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0	201483	2	183	1.6	0.05	0.17	86	2.9	183	2	1.7	1	3.4	28	49	24	20	5.1	4.1	0
2508	201483	12	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0	201483	3	178	1.6	0.04	0.18	86	3.4	178	2.1	1.7	1.5	3.3	28	54	23	12	5.1	3.6	0
2509	201483	13	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0	201483	4	184	1.6	0.04	0.18	86	3.5	180	2.3	1.6	1.5	3.2	28	40	22	21	5	3.5	0
2510	201483	14	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0	201483	5	186	1.6	0.05	0.19	87	3	184	2.2	1.6	1.9	2.8	27	44	20	18	6.4	4.4	0
2511	201483	15	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0	201483	6	179	1.6	0.06	0.25	86	2.5	184	2.5	1.7	3.7	2.8	28	30	19	20	9.3	5.7	0
2512	201483	16	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0	201483	7	202	1.6	0.07	0.25	79	4.1	195	3.1	1.7	2.1	3.3	29	32	24	22	6.1	4	0
2513	201483	17	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0	201483	8	203	1.6	0.1	0.32	70	4.6	199	3.3	1.7	3.5	3.9	30	30	29	20	10	6.9	0
2514	201483	18	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0	201483	9	198	1.6	0.1	0.29	60	5.1	200	2.7	1.7	2.6	4.2	31	45	38	24	9	6.5	0
2515	201483	19	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0	201483	10	199	1.6	0.08	0.23	53	4.3	202	2.2	1.7	2.3	4.3	33	39	39	12	6.8	4.4	0
2516	201483	20	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0	201483	11	205	1.6	0.07	0.21	48	4	199	2	1.7	2.1	4.1	34	49	43	21	6.5	4.4	0
2517	201483	21	201483	20	90	1.6	0.15	0.34	72	1.2	96	3.3	1.7	2.9	1	29	23	7.8	7	16	13	0	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0	201483	12	189	1.6	0.07	0.23	49	3	204	1.7	1.7	2.2	3.1	34	47	52	16	7.3	5.1	0
2518	201483	22	201483	21	114	1.6	0.13	0.33	77	1.7	116	3	1.7	3.3	1.4	29	27	5.1	0	15	12	0	201483	20	90	1.6	0.15	0.34	72	1.2	96	3.3	1.7	2.9	1	29	23	7.8	7	16	13	0	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0	201483	13	218	1.6	0.07	0.21	51	2.4	211	2	1.7	1.8	2.3	34	55	50	22	6.8	4.9	0
2519	201483	23	201483	22	118	1.6	0.1	0.28	87	2	119	2.1	1.7	2.5	1.9	28	24	4	2	14	11	2.2	201483	21	114	1.6	0.13	0.33	77	1.7	116	3	1.7	3.3	1.4	29	27	5.1	0	15	12	0	201483	20	90	1.6	0.15	0.34	72	1.2	96	3.3	1.7	2.9	1	29	23	7.8	7	16	13	0	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0	201483	14	218	1.6	0.06	0.21	57	3.2	228	3.1	1.7	1.7	2.6	34	39	47	15	6.8	5.1	0
2520	201484	0	201483	23	198	1.6	0.09	0.27	90	3.1	147	2.4	1.7	2.6	1.5	27	17	3.9	5	12	9.5	0	201483	22	118	1.6	0.1	0.28	87	2	119	2.1	1.7	2.5	1.9	28	24	4	2	14	11	2.2	201483	21	114	1.6	0.13	0.33	77	1.7	116	3	1.7	3.3	1.4	29	27	5.1	0	15	12	0	201483	20	90	1.6	0.15	0.34	72	1.2	96	3.3	1.7	2.9	1	29	23	7.8	7	16	13	0	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0	201483	15	247	1.6	0.06	0.21	58	3.4	244	3.3	1.6	1.8	3	33	15	46	22	6.9	5.1	0
2521	201484	1	201484	0	190	1.6	0.06	0.17	91	1	198	2.2	1.7	1.9	2.1	27	2	23	7	6.9	5	0.4	201483	23	198	1.6	0.09	0.27	90	3.1	147	2.4	1.7	2.6	1.5	27	17	3.9	5	12	9.5	0	201483	22	118	1.6	0.1	0.28	87	2	119	2.1	1.7	2.5	1.9	28	24	4	2	14	11	2.2	201483	21	114	1.6	0.13	0.33	77	1.7	116	3	1.7	3.3	1.4	29	27	5.1	0	15	12	0	201483	20	90	1.6	0.15	0.34	72	1.2	96	3.3	1.7	2.9	1	29	23	7.8	7	16	13	0	201483	19	121	1.6	0.14	0.34	65	1.6	145	3	1.7	2.6	0.8	30	30	13	19	14	12	0	201483	18	217	1.6	0.11	0.29	59	1.6	230	3.8	1.7	2.1	2	31	32	20	22	13	11	0	201483	17	243	1.6	0.09	0.28	61	2.9	266	4.1	1.7	1.9	2.6	32	21	36	23	9.4	7.4	0	201483	16	289	1.6	0.08	0.26	60	3	264	3.6	1.7	2.3	2.5	33	11	39	16	9.6	7.2	0
